"team","conf","games","wins","losses","adj_t","adj_o","adj_d","barthag","efg","def_efg","ftr"
"Ball St.","MAC",24,11,13,67,105.29643067291,113.23847928834,0.30232730424811,52.3,51.5,48.3
"Charlotte","Amer",26,9,17,65.4,104.08501707553,111.97079184624,0.30156739800512,48.5,53.7,42.9
"Tulsa","Amer",26,9,17,66.9,100.1056512858,107.76850075659,0.2998039409077,48.8,49.9,33.6
"Fresno St.","MWC",28,5,23,72.2,99.639736770809,107.34267361322,0.29810247883046,46.4,54.5,35.7
"Siena","MAAC",28,13,15,67.5,101.58443222494,109.46610675988,0.2974785563139,50.1,51.3,38.1
"Stephen F. Austin","Slnd",25,11,14,67.5,94.498056688796,101.84465957353,0.29713076748371,47.4,47.7,34
"Evansville","MVC",28,10,18,67.4,97.89960472471,105.52639238411,0.29677270758976,49,50.3,30.7
"Houston Christian","Slnd",26,9,17,65.4,102.03201599985,110.01254242262,0.29607918166311,49.3,53.5,31.1
"FIU","CUSA",25,6,19,69.9,96.59300414177,104.27564660071,0.29315446301692,46.9,52.9,34.1
"UMass Lowell","AE",25,13,12,69.7,108.15208891555,116.80453568207,0.29212628729627,53.7,51.6,33.9
"Presbyterian","BSth",26,9,17,65.2,104.07752247174,112.58060888149,0.28840672658954,51.2,53.9,32.1
"Harvard","Ivy",23,9,14,66.6,101.82186401104,110.24886480744,0.28609485863901,50.8,53.1,25.6
"Northern Kentucky","Horz",27,12,15,66.1,100.12280523162,108.43360184306,0.28556626086849,49.1,52.8,31.5
"Mount St. Mary's","MAAC",26,16,10,68.6,99.780395859969,108.15541165969,0.28355999472199,50.6,49.4,33.2
"Iona","MAAC",28,12,16,69.7,97.403285453303,105.63332266462,0.28235492224054,46.3,52.4,28.1
"Columbia","Ivy",22,10,12,71.1,106.13484687482,115.25566138019,0.27926963614787,53,55.9,29.4
"Manhattan","MAAC",24,12,12,68.5,106.19292488845,115.44174803341,0.27680841205184,50.3,50.6,30.9
"Jackson St.","SWAC",27,10,17,69.7,99.593759024687,108.32357033099,0.2756250785467,46.7,52.6,37.5
"Colgate","Pat",28,11,17,67.5,104.43917966135,113.66464282914,0.27419413777011,54,53.4,22.9
"Tennessee Tech","OVC",27,13,14,68.4,101.83600351902,110.90171536716,0.27274745784492,50.7,49.4,29.3
"Portland","WCC",27,9,18,69.3,104.14140970639,113.50636951325,0.27086139607354,49.5,54.9,33.7
"Monmouth","CAA",28,10,18,68.4,102.11849729848,111.3113245705,0.27066190855149,46.5,50.8,37.1
"Tennessee Martin","OVC",26,9,17,67.8,101.02239585659,110.15278499688,0.26991568073153,47.3,52.3,35.7
"Army","Pat",26,14,12,67.8,102.88790676806,112.25583593514,0.26852585999892,51.2,53.1,25.4
"Pacific","WCC",29,7,22,67,101.18577533647,110.57722479705,0.26489233664808,48.3,53.1,31.7
"Mercer","SC",27,10,17,72.1,100.01427874717,109.35158144859,0.26377577335869,49.4,51.3,30.1
"Howard","MEAC",23,10,13,69.6,106.97670299273,117.09618002627,0.26126143458813,55.6,53.4,36.2
"Austin Peay","ASun",27,11,16,66.8,99.338320926392,108.75292237762,0.26090076890402,48,52.9,29.8
"Bowling Green","MAC",25,9,16,70.1,101.49435508599,111.19187206317,0.25933607010724,49.8,53.6,34.8
"Southern Utah","WAC",24,8,16,69.2,99.321786841598,109.03461836407,0.25484143189214,47.7,49.9,35.5
"Denver","Sum",26,7,19,67.2,99.85559763295,109.83773091277,0.25054488916804,50.4,54.7,31.6
"Louisiana",NA,28,10,18,67.6,99.703164628051,109.83165386718,0.24737892772092,46.2,51.8,30.3
"Albany","AE",26,12,14,68.6,101.50913007342,111.85259316046,0.24677612422621,48.6,54.9,30.3
"Bethune Cookman","SWAC",27,12,15,69.6,96.967048764319,106.85072874429,0.24671529629513,48.5,48.9,35.3
"San Diego","WCC",28,3,25,71.4,98.851304712573,108.95826832354,0.24610324012554,44.9,52.6,30.8
"Air Force","MWC",27,4,23,64.8,99.298295976756,109.91635360969,0.23716252975774,50.5,54.3,36.2
"Weber St.","BSky",26,7,19,66.4,101.7404509624,112.62240315486,0.23711168079586,50.4,53.5,34.8
"Alabama St.","SWAC",26,12,14,68.6,101.75218973851,112.68309104386,0.23623215555754,46.9,51.4,31
"Navy","Pat",28,10,18,67.7,100.49828340901,111.38090465579,0.23462535902821,47.8,52.2,30.9
"Eastern Michigan","MAC",26,13,13,68,102.67119407058,113.91550276115,0.23234058150505,52.3,54,34.8
"LIU",NA,27,12,15,65.7,94.303385432621,104.68141912637,0.2313592026433,47.6,48.6,27.3
"Western Michigan","MAC",26,8,18,68.5,100.85452823115,112.00471491841,0.2304253972712,46.3,55.3,31.3
"Charleston Southern","BSth",28,8,20,68.5,99.339535053724,110.4392259485,0.22827096826579,49,53.2,45.4
"Oral Roberts","Sum",23,4,19,68.5,104.60465905724,116.31358068263,0.22790654698686,50.5,55.3,35.9
"Texas Southern","SWAC",24,9,15,70.9,95.208520383093,105.98713657936,0.22559469096087,46.2,48.4,30.2
"Binghamton","AE",26,12,14,66.4,100.4443953123,111.81888857135,0.22553863061775,52.2,49.1,33.4
"Penn","Ivy",24,7,17,67.3,102.66675723576,114.32507699433,0.22497395152451,49.1,51.9,28.8
"Southern Miss","SB",27,8,19,71.6,96.87899521297,107.88606747069,0.22486279521643,48.1,50.6,34.6
"Tarleton St.","WAC",25,8,17,66.4,93.166774164794,103.81882152673,0.22357634108798,46,52.7,42.3
"Saint Peter's","MAAC",23,9,14,63.9,95.564255687325,106.69330067552,0.21979963002751,45.3,48,34.2
"Lafayette","Pat",28,10,18,66.6,97.523642075964,108.91552161781,0.21917273825265,49.7,50.4,30.3
"Utah Tech","WAC",25,4,21,68,102.41868594943,114.42521213191,0.21843650074465,49.4,53.8,33.7
"UMBC","AE",26,10,16,71.8,104.8177651454,117.11468943409,0.21828306923636,55.6,54.1,32.2
"Lehigh","Pat",25,8,17,67.7,99.082631827016,110.76625971254,0.21722994628723,50.4,51.1,29.8
"Delaware St.","MEAC",21,9,12,71.3,99.471792588566,111.31628988862,0.21521585628832,48.1,53.2,34.2
"North Carolina Central","MEAC",22,7,15,67.7,102.9376900667,115.39928115477,0.2117925412684,50.1,54.8,37.7
"Saint Francis",NA,26,9,17,68.1,101.2653897884,113.5538660572,0.21129698919596,52,52.3,23.3
"Stonehill","NEC",27,12,15,65.9,100.5886833344,112.88939764951,0.20969892385753,51.2,50.4,30.5
"Fairleigh Dickinson","NEC",26,8,18,69.9,98.977529399498,111.18665682773,0.20789651164234,49.1,50.8,32.4
"Alcorn St.","SWAC",26,8,18,65.9,97.728967798018,110.23142402204,0.20030071080371,45.7,53.1,30.6
"Long Beach St.","BW",26,5,21,65.1,100.54817309115,113.47870351438,0.19920831806198,49.2,53.2,35.2
"Coastal Carolina","SB",27,7,20,64,101.14280010849,114.19301684578,0.19851480623812,49.8,49.6,34.4
"VMI","SC",25,9,16,68.9,98.238870772515,110.9561796361,0.19782661358527,47.7,54.3,36.5
"Old Dominion","SB",27,9,18,66.9,100.10129599701,113.06649981682,0.19771690094202,44.4,52.4,31
"Loyola MD","Pat",26,10,16,67.7,99.628796634347,112.65934482484,0.19567476630804,49.6,52.6,29.7
"Boston University","Pat",28,13,15,63.9,97.00736546261,109.81587350795,0.19369004616419,49.9,52.1,29.7
"IU Indy",NA,26,6,20,65.8,106.90343406471,121.28230816754,0.18981039677471,49.7,55.7,35.5
"Niagara","MAAC",26,9,17,65.6,100.68632338492,114.31498990824,0.1884827851413,51.7,53.3,29.6
"Florida A&M","SWAC",23,10,13,68.2,99.88321929545,113.40514735029,0.1884522640894,49.8,51.1,34
"Holy Cross","Pat",27,11,16,66.3,101.17043868085,114.88367963572,0.18819132167859,52.7,53.2,22.1
"Morehead St.","OVC",26,11,15,65.2,99.017320513942,112.57451134302,0.18607988323435,46.3,51.2,37.8
"Lindenwood","OVC",26,11,15,70.1,94.597605231981,107.80162919386,0.18203850693615,45.5,50.7,36.5
"North Carolina A&T","CAA",28,6,22,70.7,98.355486650331,112.08518404155,0.18202101874058,46.4,51.4,31.5
"USC Upstate","BSth",26,3,23,73.3,100.4337044963,114.60150181649,0.17981886940007,50.4,56.1,30.1
"Rider","MAAC",28,10,18,65.7,99.177998251373,113.2955345046,0.17792626088821,46.5,53,30.9
"Green Bay","Horz",28,3,25,69.8,100.09415773396,114.81892897728,0.17103383748276,51.4,54.7,36.4
"Grambling St.","SWAC",24,6,18,64.9,95.982993208972,110.3499119221,0.16741199781463,47.4,51,35.3
"Southern Indiana","OVC",26,8,18,67.9,98.960034563059,114.18699986744,0.16166441114367,48,51.8,31.6
"Eastern Illinois","OVC",26,7,19,66.7,92.913395018379,107.3795445304,0.15921618666143,43.9,51.5,31.9
"Fairfield","MAAC",26,9,17,66.2,99.9304118978,115.73123335089,0.15601802510658,46.1,54.1,26.4
"Texas A&M Commerce","Slnd",28,3,25,68.2,95.644783378543,111.50805127095,0.14619769731494,49.3,54.3,27.9
"Wagner","NEC",23,10,13,60.8,93.926395128448,109.53013272213,0.14586410758031,44.4,50.7,29.7
"Stony Brook","CAA",28,5,23,65.4,100.9089756707,117.7970521524,0.14435744612279,47.1,56.4,31.9
"Mercyhurst","NEC",27,11,16,65.5,98.332158662606,114.79405883937,0.14429461450441,47.7,55.4,31.1
"Bellarmine","ASun",27,3,24,67.1,103.72475279256,121.53063309244,0.13920675338771,53.7,58.1,27.1
"Western Carolina","SC",24,5,19,71.6,94.734314458787,111.10680293381,0.13784800694253,45.3,51.5,26.8
"Detroit Mercy",NA,28,7,21,67.5,94.320984384703,110.62233376834,0.13784436460333,45,50.8,28.8
"Morgan St.","MEAC",22,7,15,71.3,102.25127674156,120.02382169457,0.13670218547694,49.6,54.2,35.2
"West Georgia","ASun",28,4,24,69,97.704116706813,114.81384882403,0.13520073798048,47.6,56.8,28.3
"New Orleans","Slnd",28,4,24,69.9,98.570140383525,116.14542406845,0.13160303742144,46.2,54.6,34.4
"Cal St. Fullerton","BW",26,4,22,68.7,95.216312954759,112.44507126706,0.12868836445025,44.7,53.5,41.6
"Louisiana Monroe","SB",27,5,22,68.8,95.053730843282,112.28928294915,0.12827303188272,44.8,53.6,31.2
"Le Moyne","NEC",27,7,20,69.3,100.76685681241,119.11614329769,0.12743514913276,51.1,53.9,38.6
"Sacramento St.","BSky",25,4,21,66.3,94.938639994144,112.56530514105,0.12363145799766,48.5,54.2,32.4
"Central Arkansas","ASun",27,6,21,66.9,96.983269129247,115.38401509733,0.11942731957443,47.1,56.3,29.2
"Prairie View A&M","SWAC",26,3,23,71.5,98.082342619381,116.94682692675,0.11681037373696,48.3,56.2,34.7
"Western Illinois","OVC",26,7,19,64.9,98.375127357569,117.3193247574,0.11657391384408,49.4,51.6,26.9
"Canisius","MAAC",27,3,24,66.8,101.41497275529,121.17280823148,0.11435941421233,51.9,57.2,24.1
"Buffalo","MAC",25,6,19,72,94.273949970681,112.91930349927,0.1115120828904,48.1,53.8,34.7
"Stetson","ASun",27,5,22,68.1,99.596254885326,119.39209228792,0.11058134109119,49.8,53.3,33.6
"Northern Illinois","MAC",24,2,22,69.9,93.892262516935,112.6086705365,0.11003697771289,47,53.1,32.3
"NJIT","AE",27,4,23,66.7,93.082936860475,111.74168047475,0.10899604481929,45.2,49.7,26.9
"Alabama A&M","SWAC",24,6,18,72.2,93.804592679169,114.04695907247,0.095603418576985,45.2,53.6,38.7
"The Citadel","SC",23,1,22,65,94.892695411939,116.46336578047,0.086626002019474,47.7,53.1,32.3
"New Hampshire","AE",27,6,21,68.3,93.228154686617,115.14363679463,0.081062183688287,47.8,54.3,27
"Chicago St.","NEC",29,4,25,69.7,91.195647186329,113.08239314398,0.077718327495381,44,54.6,27.6
"Maryland Eastern Shore","MEAC",21,0,21,67.5,94.309848878088,118.46773089123,0.06769597031994,44.4,56.3,35.8
"Arkansas Pine Bluff","SWAC",25,3,22,73.3,95.630725105629,122.22809243682,0.056144751671143,49.8,57,32.2
"Coppin St.","MEAC",24,3,21,69,86.630560308477,113.17305897699,0.044211435834483,42.2,57,38
"Mississippi Valley St.","SWAC",25,1,24,65.7,82.463533234056,126.45975405307,0.007267627359977,40.8,58.4,30.4
